,ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,District,Latitude,Longitude,X Coordinate,Y Coordinate,Year,Month,Day,Weekday,HourOfDay
5300957,3251382,2004-03-30 09:50:00,THEFT,OVER $500,STREET,False,False,11.0,41.866307314000004,-87.713963181,1152955.0,1894481.0,2004,3,30,1,9
4758422,4121380,2005-05-30 11:00:00,NARCOTICS,POSS: CRACK,STREET,True,False,8.0,41.812764753,-87.747067982,1144071.0,1874907.0,2005,5,30,0,11
1083713,10018802,2015-03-27 08:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,8.0,41.786182909000004,-87.707408856,1154953.0,1865297.0,2015,3,27,4,8
6587510,1648343,2001-07-23 18:15:00,THEFT,OVER $500,SIDEWALK,False,False,9.0,41.806676336,-87.666286704,1166110.0,1872849.0,2001,7,23,0,18
4241215,4871088,2006-07-18 17:05:00,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,True,False,3.0,41.765073306,-87.565699779,1193669.0,1857918.0,2006,7,18,1,17
236603,11334205,2018-05-28 14:20:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,18.0,41.914917226,-87.64477696600001,1171658.0,1912338.0,2018,5,28,0,14
505164,10956767,2017-05-24 14:59:00,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,False,False,11.0,41.86823189,-87.70502673799999,1155384.0,1895200.0,2017,5,24,2,14
5674819,2833815,2003-06-15 17:45:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,25.0,41.914459819,-87.71791038799999,1151754.0,1912020.0,2003,6,15,6,17
57856,11573179,2019-01-21 15:07:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,25.0,41.909664252,-87.742728815,1145011.0,1910225.0,2019,1,21,0,15
3846909,5595987,2007-06-13 19:21:59,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,4.0,41.757614433,-87.58611526600001,1188123.0,1855151.0,2007,6,13,2,19
5700501,2764775,2003-05-27 19:30:00,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,11.0,41.876200229,-87.723686253,1150281.0,1898067.0,2003,5,27,1,19
4982402,3669507,2004-11-22 10:38:18,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,OTHER,False,False,4.0,41.751610161,-87.57567807,1190990.0,1852988.0,2004,11,22,0,10
2961328,7032713,2009-07-15 21:15:00,ASSAULT,SIMPLE,APARTMENT,False,True,8.0,41.786818675999996,-87.73032729399999,1148701.0,1865484.0,2009,7,15,2,21
3823354,5745143,2007-07-01 15:00:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,22.0,41.727828774,-87.650676277,1170594.0,1844151.0,2007,7,1,6,15
1648785,9071555,2013-04-02 09:00:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,10.0,41.855911352,-87.719966,1151347.0,1890681.0,2013,4,2,1,9
2361551,7948562,2011-02-27 05:00:00,BATTERY,SIMPLE,STREET,False,False,4.0,41.736839959,-87.55834188200001,1195769.0,1847648.0,2011,2,27,6,5
6378317,1926886,2001-12-23 21:23:26,CRIMINAL TRESPASS,TO LAND,GAS STATION,False,False,6.0,41.756400926,-87.624579112,1177632.0,1854620.0,2001,12,23,6,21
725913,10610877,2016-07-25 12:00:00,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,False,False,5.0,41.692780068000005,-87.600611049,1184369.0,1831492.0,2016,7,25,0,12
4339161,4722779,2006-05-03 23:30:00,THEFT,$500 AND UNDER,RESIDENCE,True,True,15.0,41.881805637,-87.746121485,1144157.0,1900067.0,2006,5,3,2,23
2873298,7155620,2009-09-30 16:00:00,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,DRIVEWAY - RESIDENTIAL,False,False,8.0,41.783569209,-87.69473691200001,1158416.0,1864370.0,2009,9,30,2,16
1418679,9449582,2013-12-25 21:00:00,BATTERY,SIMPLE,RESIDENCE,False,False,25.0,41.912511943,-87.728859108,1148779.0,1911289.0,2013,12,25,2,21
4309782,4765136,2006-05-27 08:44:11,THEFT,FROM BUILDING,RESIDENCE,False,False,7.0,41.76580619,-87.671127231,1164905.0,1857946.0,2006,5,27,5,8
4799080,3965443,2005-04-29 08:30:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,2.0,41.828455058,-87.617092384,1179456.0,1880893.0,2005,4,29,4,8
4644007,4250493,2005-08-23 21:15:00,BATTERY,SIMPLE,STREET,False,False,7.0,41.792900424,-87.66211337,1167287.0,1867838.0,2005,8,23,1,21
1673870,9071928,2013-03-02 00:01:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,4.0,41.745531846,-87.558849315,1195602.0,1850814.0,2013,3,2,5,0
1755836,8896413,2012-11-20 12:30:00,BATTERY,SIMPLE,WAREHOUSE,True,False,9.0,41.827917512,-87.659318756,1167949.0,1880604.0,2012,11,20,1,12
6605008,1627700,2001-07-11 17:53:35,BATTERY,SIMPLE,STREET,False,False,2.0,41.814527851,-87.62283078700001,1177934.0,1875805.0,2001,7,11,2,17
5408189,3115082,2003-12-31 18:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,24.0,41.99222494,-87.695219383,1157719.0,1940403.0,2003,12,31,2,18
2857345,7179346,2009-10-15 17:30:00,BATTERY,SIMPLE,SIDEWALK,True,False,3.0,41.77405344,-87.59727451399999,1185027.0,1861115.0,2009,10,15,3,17
5489028,3012866,2003-10-26 15:00:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,18.0,41.911833794,-87.633156475,1174830.0,1911240.0,2003,10,26,6,15
4267775,4830936,2006-06-28 17:17:38,BATTERY,SIMPLE,DEPARTMENT STORE,False,False,1.0,41.887154215,-87.624545946,1177248.0,1902266.0,2006,6,28,2,17
5998251,2379587,2002-10-02 20:00:00,THEFT,$500 AND UNDER,STREET,False,False,22.0,41.718400457,-87.65040978100001,1170694.0,1840716.0,2002,10,2,2,20
686577,10683316,2016-09-12 07:00:00,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,False,False,14.0,41.938065628000004,-87.70023994,1156500.0,1920657.0,2016,9,12,0,7
595940,10817159,2017-01-15 20:30:00,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA TRAIN,False,False,1.0,41.885877916999995,-87.62628976200001,1176777.0,1901797.0,2017,1,15,6,20
4493190,4520878,2005-12-23 20:00:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,25.0,41.937833373000004,-87.72530482200001,1149681.0,1920523.0,2005,12,23,4,20
1529210,9260687,2013-08-12 21:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,9.0,41.821765225,-87.700385301,1156773.0,1878277.0,2013,8,12,0,21
4831602,3897385,2005-04-04 09:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,22.0,41.706139178,-87.64038435299999,1173467.0,1836270.0,2005,4,4,0,9
5041433,3591459,2004-10-08 10:00:00,THEFT,OVER $500,RESIDENCE,False,False,6.0,41.74420082,-87.64506867200001,1172077.0,1850129.0,2004,10,8,4,10
4347468,4714375,2006-04-27 12:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,3.0,41.772469439,-87.57524567799999,1191041.0,1860590.0,2006,4,27,3,12
2709460,7411092,2010-03-16 17:00:00,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"SCHOOL, PUBLIC, BUILDING",False,False,4.0,41.654766107,-87.54472250100001,1199760.0,1817775.0,2010,3,16,1,17
4466324,4539035,2006-01-16 04:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,6.0,41.750722463,-87.611276411,1181279.0,1852581.0,2006,1,16,0,4
326321,11234537,2018-01-19 15:00:00,BURGLARY,UNLAWFUL ENTRY,APARTMENT,True,False,24.0,41.992919165,-87.655472861,1168522.0,1940739.0,2018,1,19,4,15
695438,10673062,2016-09-01 03:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,22.0,41.682448371,-87.670327915,1165357.0,1827573.0,2016,9,1,3,3
146713,11448902,2018-09-17 10:30:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,3.0,41.761231273,-87.582305381,1189151.0,1856478.0,2018,9,17,0,10
104151,11507241,2018-11-14 14:45:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,8.0,41.783437858,-87.73878109399999,1146404.0,1864236.0,2018,11,14,2,14
4963661,3773472,2004-12-08 15:05:00,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,SIDEWALK,True,False,15.0,41.897343915,-87.753211465,1142188.0,1905716.0,2004,12,8,2,15
190255,11390740,2018-07-24 17:09:00,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,16.0,41.940099931,-87.746902796,1143799.0,1921308.0,2018,7,24,1,17
1871857,8713027,2012-07-18 21:00:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,True,22.0,41.69398808,-87.658034986,1168682.0,1831804.0,2012,7,18,2,21
4785714,4060545,2005-05-09 13:07:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE PORCH/HALLWAY,True,False,10.0,41.836821446,-87.72965630200001,1148756.0,1883706.0,2005,5,9,0,13
4304671,4773911,2006-05-31 08:00:00,THEFT,OVER $500,RESIDENCE,False,True,15.0,41.895588778000004,-87.76663741600001,1138537.0,1905052.0,2006,5,31,2,8
1293428,9655845,2014-06-16 18:55:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,19.0,41.948007484,-87.65314042,1169286.0,1924378.0,2014,6,16,0,18
1550784,9225459,2013-07-20 18:53:00,THEFT,$500 AND UNDER,GAS STATION,False,False,16.0,41.960230099,-87.786080959,1133093.0,1928573.0,2013,7,20,5,18
5100235,3524016,2004-08-26 13:15:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,11.0,41.876107645,-87.731104304,1148261.0,1898019.0,2004,8,26,3,13
5335199,3206404,2004-03-03 14:38:02,ASSAULT,SIMPLE,CTA PLATFORM,True,False,6.0,41.736262388,-87.62711981,1176999.0,1847276.0,2004,3,3,2,14
3296008,6495241,2008-09-12 21:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,12.0,41.901386485,-87.676340171,1163105.0,1907340.0,2008,9,12,4,21
2675518,7460965,2010-04-17 18:49:00,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,RESIDENTIAL YARD (FRONT/BACK),False,False,9.0,41.798581338000005,-87.66592323200001,1166232.0,1869900.0,2010,4,17,5,18
6663364,1555155,2001-05-30 21:37:45,ARSON,AGGRAVATED,RESIDENCE PORCH/HALLWAY,False,False,6.0,41.754178995,-87.607587432,1182275.0,1853849.0,2001,5,30,2,21
6348335,1947299,2002-01-18 17:19:26,BATTERY,SIMPLE,RESIDENCE,False,False,8.0,41.776692036,-87.698207363,1157488.0,1861857.0,2002,1,18,4,17
4367248,4790574,2006-04-11 09:50:00,NARCOTICS,CRIMINAL DRUG CONSPIRACY,OTHER,True,False,3.0,41.783432002,-87.61570173700001,1179972.0,1864490.0,2006,4,11,1,9
4020980,5268583,2007-01-14 01:30:00,THEFT,$500 AND UNDER,POLICE FACILITY/VEH PARKING LOT,False,False,11.0,41.868180939,-87.709271389,1154228.0,1895173.0,2007,1,14,6,1
1267658,9734241,2014-07-16 20:10:00,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,True,False,11.0,41.876893909,-87.74140398,1145454.0,1898286.0,2014,7,16,2,20
6477735,1843638,2001-10-09 16:25:00,THEFT,$500 AND UNDER,CTA BUS,False,False,7.0,41.788521265,-87.66459018100001,1166624.0,1866237.0,2001,10,9,1,16
3074292,6847682,2009-04-06 18:28:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,9.0,41.820045299,-87.68965306700001,1159703.0,1877672.0,2009,4,6,0,18
5832229,2652210,2003-02-13 22:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,22.0,41.688056153000005,-87.639824245,1173673.0,1829682.0,2003,2,13,3,22
2622427,7541342,2010-06-06 03:48:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,6.0,41.74685659,-87.613599039,1180657.0,1851167.0,2010,6,6,6,3
1971265,8559282,2012-04-09 17:20:00,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER,True,False,18.0,41.906899902,-87.640888264,1172740.0,1909425.0,2012,4,9,0,17
1651669,9067070,2013-03-29 21:30:00,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,True,False,6.0,41.751328486,-87.601228243,1184019.0,1852825.0,2013,3,29,4,21
3185060,6665780,2008-12-17 18:40:00,NARCOTICS,POSS: HEROIN(WHITE),CHA HALLWAY/STAIRWELL/ELEVATOR,True,False,1.0,41.841350479,-87.62686091100001,1176755.0,1885570.0,2008,12,17,2,18
4754550,4042987,2005-06-02 08:00:00,THEFT,$500 AND UNDER,STREET,False,False,20.0,41.986653839,-87.70110130799999,1156135.0,1938361.0,2005,6,2,3,8
4008965,5273797,2007-01-25 15:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,6.0,41.745794448000005,-87.67060369200001,1165104.0,1850655.0,2007,1,25,3,15
2217849,8171189,2011-07-19 23:00:00,BATTERY,SIMPLE,STREET,False,False,10.0,41.838330272,-87.70851929700001,1154512.0,1884297.0,2011,7,19,1,23
4704318,4138614,2005-07-09 23:20:00,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,False,False,10.0,41.836808788,-87.730904092,1148416.0,1883699.0,2005,7,9,5,23
3829191,5712566,2007-06-27 07:00:00,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,APARTMENT,False,True,16.0,41.944130529,-87.760359611,1140128.0,1922752.0,2007,6,27,2,7
4455213,4557143,2006-01-25 21:00:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,3.0,41.77105373,-87.56991019799999,1192501.0,1860087.0,2006,1,25,2,21
4272445,4958023,2006-06-24 22:43:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,15.0,41.88038547,-87.75395241700001,1142028.0,1899535.0,2006,6,24,5,22
4835739,3890695,2005-03-31 22:30:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,8.0,41.784727669,-87.68451747799999,1161200.0,1864813.0,2005,3,31,3,22
1904779,8663825,2012-06-17 12:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,4.0,41.729307655,-87.560908935,1195093.0,1844897.0,2012,6,17,6,12
1962093,8576500,2012-04-19 15:30:00,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,9.0,41.801458486,-87.654410134,1169363.0,1870973.0,2012,4,19,3,15
5717751,2741202,2003-05-14 23:02:00,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,2.0,41.813181643,-87.605927647,1182546.0,1875353.0,2003,5,14,2,23
2395444,7892079,2011-01-16 10:45:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,5.0,41.682325768000005,-87.66150293,1167768.0,1827547.0,2011,1,16,6,10
6518062,1736113,2001-09-10 12:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,9.0,41.823744918,-87.704577668,1155625.0,1878990.0,2001,9,10,0,12
121925,11482675,2018-10-20 23:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,7.0,41.772114361,-87.670483136,1165063.0,1860246.0,2018,10,20,5,23
4042417,5209527,2006-12-26 17:30:00,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,8.0,41.780164583,-87.683665214,1161445.0,1863152.0,2006,12,26,1,17
4351780,4702863,2006-04-23 20:30:00,THEFT,OVER $500,STREET,False,False,24.0,41.999488554,-87.69320065299999,1158248.0,1943054.0,2006,4,23,6,20
1119364,9946448,2015-01-30 17:15:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,8.0,41.774735291,-87.695719072,1158172.0,1861149.0,2015,1,30,4,17
2538010,7672577,2010-08-22 21:15:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),False,False,4.0,41.756224251,-87.567538789,1193196.0,1854689.0,2010,8,22,6,21
5764712,2694364,2003-04-09 18:10:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,25.0,41.902264058,-87.754243227,1141895.0,1907507.0,2003,4,9,2,18
5139454,3454468,2004-07-29 02:00:00,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,22.0,41.678542576,-87.673084177,1164615.0,1826144.0,2004,7,29,3,2
6544042,1705261,2001-08-23 05:00:00,BATTERY,SIMPLE,STREET,False,True,12.0,41.884619145,-87.680665411,1161974.0,1901221.0,2001,8,23,3,5
3781996,5694788,2007-08-01 20:45:00,ASSAULT,SIMPLE,APARTMENT,False,False,17.0,41.982985317,-87.71529790299999,1152285.0,1936996.0,2007,8,1,2,20
2085317,8378234,2011-11-30 11:35:00,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,19.0,41.966053999,-87.657890403,1167942.0,1930944.0,2011,11,30,2,11
2108533,8342184,2011-11-04 20:00:00,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,11.0,41.871870367,-87.706459756,1154984.0,1896523.0,2011,11,4,4,20
6431239,1848831,2001-11-12 15:30:00,BATTERY,SIMPLE,APARTMENT,False,True,11.0,41.887001771,-87.72268748100001,1150525.0,1902005.0,2001,11,12,0,15
3196228,6647774,2008-12-06 14:00:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,10.0,41.855524939,-87.69785379999999,1157372.0,1890584.0,2008,12,6,5,14
1985095,8537668,2012-03-25 04:15:00,BATTERY,SIMPLE,STREET,False,False,18.0,41.901680889,-87.628345154,1176170.0,1907551.0,2012,3,25,6,4
6740064,1459162,2001-04-03 19:35:00,THEFT,$500 AND UNDER,SMALL RETAIL STORE,True,False,17.0,41.994815900999996,-87.714344716,1152513.0,1941309.0,2001,4,3,1,19
3222405,6608316,2008-11-12 12:45:00,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,12.0,41.898651981,-87.674685896,1163563.0,1906347.0,2008,11,12,2,12
3107866,6789383,2009-03-06 20:30:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,25.0,41.909352166,-87.767401081,1138296.0,1910066.0,2009,3,6,4,20
826212,10448268,2016-03-14 19:30:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,22.0,41.678519693,-87.662497935,1167507.0,1826158.0,2016,3,14,0,19
4771343,4017187,2005-05-20 11:10:00,OTHER OFFENSE,TELEPHONE THREAT,"SCHOOL, PUBLIC, BUILDING",False,False,5.0,41.7128602,-87.592464611,1186531.0,1838828.0,2005,5,20,4,11
613555,10789443,2016-12-20 23:31:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,10.0,41.865576557,-87.721496324,1150905.0,1894200.0,2016,12,20,1,23
1621529,9115291,2013-05-03 23:00:00,THEFT,$500 AND UNDER,STREET,False,False,4.0,41.704107141,-87.53528334100001,1202173.0,1835778.0,2013,5,3,4,23
6121316,2229918,2002-07-09 15:00:00,THEFT,OVER $500,STREET,False,False,2.0,41.79260446,-87.60496854700001,1182871.0,1867857.0,2002,7,9,1,15
5232659,3339386,2004-05-22 00:00:00,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,9.0,41.812946046,-87.69312462200001,1158776.0,1875078.0,2004,5,22,5,0
515722,10940644,2017-05-10 17:00:00,THEFT,POCKET-PICKING,CTA TRAIN,False,False,1.0,41.885741029,-87.63171174899999,1175301.0,1901735.0,2017,5,10,2,17
6349873,1953346,2002-01-17 12:10:00,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False,11.0,41.880715740999996,-87.726507595,1149501.0,1899707.0,2002,1,17,3,12
1604121,9141831,2013-05-23 02:02:00,ASSAULT,SIMPLE,RESIDENCE,False,False,4.0,41.727137211,-87.58669566299999,1188061.0,1844044.0,2013,5,23,3,2
1306149,9633986,2014-06-01 12:30:00,ROBBERY,STRONGARM - NO WEAPON,BANK,False,False,20.0,41.982161273,-87.668500261,1165011.0,1936791.0,2014,6,1,6,12
6682840,1531558,2001-05-16 05:34:28,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,True,False,6.0,41.756204257,-87.644584932,1172174.0,1854504.0,2001,5,16,2,5
1352826,9557011,2014-04-02 22:15:00,ASSAULT,SIMPLE,RESIDENCE,False,True,18.0,41.917086779,-87.653336596,1169322.0,1913110.0,2014,4,2,2,22
1697690,8990328,2013-01-30 09:00:00,THEFT,FROM BUILDING,RESIDENCE-GARAGE,False,False,15.0,41.893930286999996,-87.754340551,1141889.0,1904470.0,2013,1,30,2,9
1974572,8554347,2012-04-05 23:30:00,THEFT,$500 AND UNDER,APARTMENT,False,True,11.0,41.870546786999995,-87.72778235,1149180.0,1895999.0,2012,4,5,3,23
3727284,5780424,2007-09-13 20:00:00,THEFT,OVER $500,TAVERN/LIQUOR STORE,False,False,11.0,41.881021315,-87.701747089,1156243.0,1899867.0,2007,9,13,3,20
61388,11567854,2019-01-15 17:45:00,THEFT,FROM BUILDING,HOTEL/MOTEL,False,False,18.0,41.892481599999996,-87.627351831,1176468.0,1904201.0,2019,1,15,1,17
1511900,9287712,2013-08-31 21:35:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,5.0,41.699634246,-87.607347854,1182508.0,1833974.0,2013,8,31,5,21
3319049,6461393,2008-08-25 15:20:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,9.0,41.822899962,-87.68878431600001,1159932.0,1878714.0,2008,8,25,0,15
1275563,9693300,2014-07-07 14:00:00,THEFT,$500 AND UNDER,RESIDENCE,False,False,16.0,41.953936494000004,-87.775583721,1135963.0,1926298.0,2014,7,7,0,14
3140513,6758390,2009-02-02 18:15:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,6.0,41.750400515,-87.660408795,1167873.0,1852355.0,2009,2,2,0,18
4928602,3745159,2005-01-09 14:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,17.0,41.946071139000004,-87.70535108,1155088.0,1923564.0,2005,1,9,6,14
4503150,4553297,2005-12-14 15:35:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1.0,41.886179873,-87.624523664,1177257.0,1901911.0,2005,12,14,2,15
193545,11389711,2018-07-20 16:00:00,BATTERY,SIMPLE,RESIDENCE,False,False,12.0,41.897401921,-87.66493936299999,1166220.0,1905912.0,2018,7,20,4,16
2523652,7692669,2010-09-04 22:00:00,THEFT,OVER $500,APARTMENT,False,False,25.0,41.909462982,-87.758770392,1140645.0,1910122.0,2010,9,4,5,22
3689574,5912844,2007-10-13 03:07:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,20.0,41.970514391,-87.683267995,1161028.0,1932516.0,2007,10,13,5,3
4159101,5000005,2006-09-19 18:00:00,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False,25.0,41.930547223000005,-87.744744884,1144410.0,1917831.0,2006,9,19,1,18
6782887,1428463,2001-03-01 22:00:00,THEFT,$500 AND UNDER,"SCHOOL, PRIVATE, BUILDING",False,False,18.0,41.924892018,-87.65344847600001,1169269.0,1915954.0,2001,3,1,3,22
889092,10342399,2015-12-11 08:30:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,25.0,41.937369204,-87.761548481,1139821.0,1920286.0,2015,12,11,4,8
3119526,6767588,2009-02-23 15:30:00,THEFT,$500 AND UNDER,LIBRARY,False,False,8.0,41.78205732,-87.70322518,1156105.0,1863802.0,2009,2,23,0,15
3147132,6761304,2009-01-27 00:01:00,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,False,False,25.0,41.917042179,-87.736635084,1146651.0,1912925.0,2009,1,27,1,0
4716914,4118611,2005-06-30 14:30:00,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,25.0,41.93837878,-87.781680875,1134341.0,1920618.0,2005,6,30,3,14
5962347,2435462,2002-10-28 22:23:00,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,17.0,41.968427294,-87.71122829,1153430.0,1931699.0,2002,10,28,0,22
2703817,7416400,2010-03-22 00:01:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,4.0,41.758119455,-87.590782437,1186848.0,1855324.0,2010,3,22,0,0
4351254,4706818,2006-04-24 09:53:57,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,6.0,41.73660459,-87.6080418,1182205.0,1847444.0,2006,4,24,0,9
5395516,3129205,2004-01-11 15:11:44,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,6.0,41.75089655,-87.62781330700001,1176766.0,1852607.0,2004,1,11,6,15
344590,11183684,2017-12-20 22:00:00,BATTERY,SIMPLE,RESIDENCE,False,False,5.0,41.719033618000005,-87.629810236,1176316.0,1840992.0,2017,12,20,2,22
1504128,9299377,2013-09-09 11:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,25.0,41.909354584,-87.76733493100001,1138314.0,1910067.0,2013,9,9,0,11
2617495,7551979,2010-06-10 18:30:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,6.0,41.746966294,-87.601424385,1183979.0,1851235.0,2010,6,10,3,18
6126901,2221064,2002-07-05 18:55:00,BATTERY,SIMPLE,STREET,False,False,12.0,41.855815286,-87.67725828399999,1162982.0,1890732.0,2002,7,5,4,18
3356441,6399547,2008-07-28 03:55:00,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,False,9.0,41.835474376,-87.63890657,1173490.0,1883402.0,2008,7,28,0,3
1681156,9048171,2013-02-20 16:15:00,NARCOTICS,POSS: CRACK,RESIDENCE,True,False,18.0,41.906511566,-87.638838917,1173299.0,1909288.0,2013,2,20,2,16
4993686,3670670,2004-11-13 12:30:00,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,11.0,41.869335712,-87.68684579100001,1160333.0,1895639.0,2004,11,13,5,12
1378078,9510863,2014-02-26 18:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,8.0,41.813068037,-87.71133265899999,1153812.0,1875086.0,2014,2,26,2,18
1589835,9164427,2013-06-08 03:59:00,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,11.0,41.869563883000005,-87.743512959,1144898.0,1895611.0,2013,6,8,5,3
1449183,9395188,2013-11-14 16:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,17.0,41.970802903,-87.737975922,1146150.0,1932513.0,2013,11,14,3,16
751760,10571559,2016-06-22 20:25:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,True,False,7.0,41.764569155,-87.628341654,1176581.0,1857588.0,2016,6,22,2,20
4380157,4671746,2006-03-31 16:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,False,True,2.0,41.824933076,-87.623104662,1177828.0,1879596.0,2006,3,31,4,16
2757883,7330256,2010-01-23 20:11:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,3.0,41.7766178,-87.614802505,1180238.0,1862009.0,2010,1,23,5,20
